Date,Week,Plant,Department,Model,Issue_Type,Severity,Affected_Units,Status
2026-01-07,W02,Kansas City,Quality Check,Fusion,Quality Issue,High,27,Resolved
2026-01-07,W02,Kansas City,Body Shop,Mach-E,Safety Issue,Medium,19,Resolved
2026-01-07,W02,Louisville,Assembly,Mustang,Inspection Failure,Medium,14,Active
2026-01-07,W02,Louisville,Quality Check,Explorer,Inspection Failure,Medium,13,Active
2026-01-07,W02,Louisville,Paint Shop,Bronco,Machine Failure,Medium,14,Resolved
2026-01-07,W02,Louisville,Body Shop,Expedition,Inspection Failure,Medium,21,Resolved
2026-01-07,W02,Valencia,Assembly,Explorer,Quality Issue,Medium,19,Active
2026-01-07,W02,Valencia,Paint Shop,Escape,Equipment Failure,Medium,13,Resolved
2026-01-07,W02,Valencia,Logistics,Edge,Safety Issue,Medium,21,Active
2026-01-07,W02,Valencia,Body Shop,Ranger,Inspection Failure,Low,12,Active
2026-01-07,W02,Valencia,Quality Check,Fusion,Quality Issue,Low,10,Active
2026-01-07,W02,Valencia,Logistics,Mach-E,Quality Issue,High,24,Active
2026-01-07,W02,Cologne,Quality Check,F-150,Quality Issue,Low,10,Resolved
2026-01-07,W02,Cologne,Body Shop,Explorer,Equipment Failure,Medium,18,Active
2026-01-07,W02,Cologne,Quality Check,Escape,Equipment Failure,Low,10,Resolved
2026-01-07,W02,Cologne,Paint Shop,Edge,Inspection Failure,High,23,Active
2026-01-07,W02,Cologne,Paint Shop,Ranger,Safety Issue,Medium,22,Active
2026-01-07,W02,Cologne,Paint Shop,Bronco,Quality Issue,Medium,18,Active
2026-01-07,W02,Cologne,Body Shop,Fusion,Machine Failure,High,29,Active
2026-01-07,W02,Cologne,Logistics,Mach-E,Inspection Failure,Medium,14,Active
2026-01-07,W02,Chennai,Logistics,F-150,Quality Issue,High,20,Active
2026-01-07,W02,Chennai,Body Shop,Mustang,Quality Issue,Medium,17,Active
2026-01-07,W02,Chennai,Paint Shop,Escape,Safety Issue,High,24,Active
2026-01-07,W02,Chennai,Assembly,Ranger,Safety Issue,High,23,Resolved
2026-01-07,W02,Chennai,Quality Check,Expedition,Equipment Failure,Medium,17,Resolved
2026-01-07,W02,Chennai,Quality Check,Fusion,Quality Issue,Medium,20,Resolved
2026-01-07,W02,Pune,Quality Check,F-150,Inspection Failure,Low,11,Active
2026-01-07,W02,Pune,Body Shop,Escape,Quality Issue,Low,11,Resolved
2026-01-07,W02,Pune,Body Shop,Edge,Quality Issue,Medium,17,Active
2026-01-07,W02,Pune,Paint Shop,Bronco,Safety Issue,Medium,21,Active
2026-01-07,W02,Pune,Quality Check,Mach-E,Quality Issue,Medium,22,Active
2026-01-07,W02,Sanand,Body Shop,Explorer,Quality Issue,Low,10,Active
2026-01-07,W02,Sanand,Quality Check,Escape,Equipment Failure,Medium,15,Active
2026-01-07,W02,Sanand,Quality Check,Mach-E,Inspection Failure,High,28,Resolved
2026-01-08,W02,Dearborn,Logistics,Mustang,Quality Issue,Medium,15,Active
2026-01-08,W02,Dearborn,Assembly,Escape,Safety Issue,Medium,19,Resolved
2026-01-08,W02,Dearborn,Paint Shop,Edge,Machine Failure,High,22,Resolved
2026-01-08,W02,Dearborn,Body Shop,Bronco,Machine Failure,Medium,16,Resolved
2026-01-08,W02,Dearborn,Assembly,Fusion,Quality Issue,Medium,19,Active
2026-01-08,W02,Chicago,Assembly,F-150,Quality Issue,Medium,14,Resolved
2026-01-08,W02,Chicago,Quality Check,Mustang,Equipment Failure,Low,9,Resolved
2026-01-08,W02,Chicago,Paint Shop,Escape,Safety Issue,Medium,17,Resolved
2026-01-08,W02,Chicago,Paint Shop,Fusion,Quality Issue,High,23,Active
2026-01-08,W02,Chicago,Paint Shop,Mach-E,Safety Issue,Medium,21,Resolved
2026-01-08,W02,Detroit,Paint Shop,Mustang,Safety Issue,Medium,13,Active
2026-01-08,W02,Detroit,Assembly,Explorer,Quality Issue,High,22,Active
2026-01-08,W02,Detroit,Logistics,Escape,Inspection Failure,Medium,13,Active
2026-01-08,W02,Detroit,Quality Check,Expedition,Safety Issue,Medium,13,Resolved
2026-01-08,W02,Detroit,Body Shop,Mach-E,Equipment Failure,Medium,14,Active
2026-01-08,W02,Kansas City,Paint Shop,Mustang,Quality Issue,High,23,Active
2026-01-08,W02,Kansas City,Assembly,Explorer,Inspection Failure,Medium,15,Active
2026-01-08,W02,Kansas City,Logistics,Ranger,Inspection Failure,High,22,Resolved
2026-01-08,W02,Kansas City,Logistics,Fusion,Inspection Failure,Low,12,Active
2026-01-08,W02,Kansas City,Body Shop,Mach-E,Quality Issue,High,25,Resolved
2026-01-08,W02,Louisville,Logistics,Mustang,Equipment Failure,Medium,14,Resolved
2026-01-08,W02,Louisville,Body Shop,Edge,Inspection Failure,Medium,16,Resolved
2026-01-08,W02,Louisville,Assembly,Bronco,Machine Failure,Medium,21,Resolved
2026-01-08,W02,Louisville,Paint Shop,Expedition,Inspection Failure,Medium,22,Active
2026-01-08,W02,Valencia,Quality Check,Edge,Quality Issue,Medium,18,Resolved
2026-01-08,W02,Valencia,Paint Shop,Ranger,Quality Issue,Medium,18,Resolved
2026-01-08,W02,Valencia,Paint Shop,Expedition,Inspection Failure,Medium,20,Resolved
2026-01-08,W02,Cologne,Paint Shop,Explorer,Inspection Failure,Medium,14,Resolved
2026-01-08,W02,Cologne,Paint Shop,Escape,Machine Failure,Medium,20,Resolved
2026-01-08,W02,Cologne,Assembly,Ranger,Quality Issue,Medium,15,Resolved
2026-01-08,W02,Cologne,Assembly,Fusion,Machine Failure,Medium,15,Resolved
2026-01-08,W02,Cologne,Assembly,Mach-E,Machine Failure,High,30,Active
2026-01-08,W02,Chennai,Quality Check,Explorer,Quality Issue,High,22,Active
2026-01-08,W02,Chennai,Paint Shop,Edge,Inspection Failure,Medium,14,Active
2026-01-08,W02,Chennai,Assembly,Bronco,Equipment Failure,High,27,Active
2026-01-08,W02,Chennai,Body Shop,Expedition,Inspection Failure,High,28,Active
2026-01-08,W02,Chennai,Quality Check,Mach-E,Safety Issue,Low,11,Active
2026-01-08,W02,Pune,Logistics,Mustang,Equipment Failure,High,22,Resolved
2026-01-08,W02,Pune,Assembly,Explorer,Equipment Failure,Medium,13,Resolved
2026-01-08,W02,Pune,Quality Check,Escape,Inspection Failure,Medium,22,Resolved
2026-01-08,W02,Pune,Quality Check,Ranger,Safety Issue,High,28,Active
2026-01-08,W02,Pune,Logistics,Expedition,Machine Failure,High,25,Resolved
2026-01-08,W02,Sanand,Assembly,Mustang,Quality Issue,Low,11,Resolved
2026-01-08,W02,Sanand,Logistics,Escape,Machine Failure,Low,9,Resolved
2026-01-08,W02,Sanand,Body Shop,Edge,Equipment Failure,High,26,Active
2026-01-08,W02,Sanand,Logistics,Bronco,Machine Failure,Medium,21,Active
2026-01-09,W02,Dearborn,Assembly,Fusion,Equipment Failure,High,26,Active
2026-01-09,W02,Dearborn,Assembly,Mach-E,Machine Failure,Low,12,Resolved
2026-01-09,W02,Chicago,Assembly,F-150,Machine Failure,High,21,Resolved
2026-01-09,W02,Chicago,Logistics,Mustang,Equipment Failure,Medium,16,Active
2026-01-09,W02,Chicago,Assembly,Edge,Quality Issue,High,21,Active
2026-01-09,W02,Chicago,Assembly,Ranger,Quality Issue,Low,12,Active
2026-01-09,W02,Chicago,Assembly,Bronco,Quality Issue,Medium,16,Resolved
2026-01-09,W02,Chicago,Paint Shop,Fusion,Equipment Failure,High,24,Resolved
2026-01-09,W02,Detroit,Paint Shop,F-150,Equipment Failure,Medium,13,Active
2026-01-09,W02,Detroit,Assembly,Mustang,Inspection Failure,Medium,16,Active
2026-01-09,W02,Detroit,Assembly,Edge,Machine Failure,Medium,12,Resolved
2026-01-09,W02,Detroit,Logistics,Bronco,Machine Failure,High,25,Active
2026-01-09,W02,Detroit,Assembly,Expedition,Machine Failure,Medium,13,Resolved
2026-01-09,W02,Kansas City,Paint Shop,F-150,Equipment Failure,Low,9,Active
2026-01-09,W02,Kansas City,Paint Shop,Escape,Quality Issue,Low,10,Active
2026-01-09,W02,Kansas City,Assembly,Ranger,Safety Issue,Medium,13,Resolved
2026-01-09,W02,Kansas City,Paint Shop,Bronco,Inspection Failure,Medium,15,Resolved
2026-01-09,W02,Kansas City,Body Shop,Fusion,Equipment Failure,Low,9,Active
2026-01-09,W02,Kansas City,Paint Shop,Mach-E,Inspection Failure,Medium,19,Active
2026-01-09,W02,Louisville,Body Shop,F-150,Machine Failure,Medium,14,Active
2026-01-09,W02,Louisville,Logistics,Explorer,Safety Issue,High,22,Active
2026-01-09,W02,Louisville,Body Shop,Bronco,Inspection Failure,Medium,20,Resolved
2026-01-09,W02,Valencia,Quality Check,F-150,Safety Issue,Low,9,Active
2026-01-09,W02,Valencia,Paint Shop,Mustang,Machine Failure,Low,11,Resolved
2026-01-09,W02,Valencia,Quality Check,Ranger,Machine Failure,Medium,20,Active
2026-01-09,W02,Valencia,Logistics,Bronco,Inspection Failure,Medium,14,Resolved
2026-01-09,W02,Cologne,Assembly,F-150,Machine Failure,Low,7,Active
2026-01-09,W02,Cologne,Logistics,Escape,Safety Issue,Low,8,Resolved
2026-01-09,W02,Cologne,Paint Shop,Ranger,Inspection Failure,Medium,20,Active
2026-01-09,W02,Cologne,Assembly,Bronco,Inspection Failure,Medium,21,Active
2026-01-09,W02,Cologne,Assembly,Expedition,Safety Issue,High,25,Active
2026-01-09,W02,Cologne,Logistics,Fusion,Safety Issue,Medium,15,Resolved
2026-01-09,W02,Cologne,Body Shop,Mach-E,Inspection Failure,High,30,Active
2026-01-09,W02,Chennai,Paint Shop,F-150,Inspection Failure,Low,11,Resolved
2026-01-09,W02,Chennai,Assembly,Explorer,Inspection Failure,Medium,15,Active
2026-01-09,W02,Chennai,Logistics,Escape,Inspection Failure,Medium,18,Resolved
2026-01-09,W02,Chennai,Body Shop,Edge,Quality Issue,High,25,Resolved
2026-01-09,W02,Chennai,Assembly,Bronco,Equipment Failure,High,25,Active
2026-01-09,W02,Chennai,Logistics,Expedition,Inspection Failure,Medium,23,Resolved
2026-01-09,W02,Chennai,Quality Check,Fusion,Equipment Failure,High,30,Active
2026-01-09,W02,Chennai,Body Shop,Mach-E,Equipment Failure,High,30,Resolved
2026-01-09,W02,Pune,Assembly,Mustang,Equipment Failure,Low,10,Active
2026-01-09,W02,Pune,Body Shop,Explorer,Safety Issue,Medium,20,Active
2026-01-09,W02,Pune,Paint Shop,Escape,Safety Issue,Low,9,Active
2026-01-09,W02,Pune,Logistics,Edge,Equipment Failure,Low,12,Resolved
2026-01-09,W02,Pune,Assembly,Ranger,Machine Failure,Medium,17,Resolved
2026-01-09,W02,Pune,Logistics,Mach-E,Equipment Failure,High,29,Active
2026-01-09,W02,Sanand,Logistics,F-150,Equipment Failure,Low,11,Resolved
2026-01-09,W02,Sanand,Body Shop,Mustang,Machine Failure,Medium,18,Active
2026-01-09,W02,Sanand,Assembly,Escape,Equipment Failure,High,24,Active
2026-01-09,W02,Sanand,Logistics,Expedition,Safety Issue,Medium,19,Resolved
2026-01-09,W02,Sanand,Paint Shop,Fusion,Inspection Failure,High,26,Active
2026-01-10,W02,Dearborn,Paint Shop,Mustang,Equipment Failure,High,16,Active
2026-01-10,W02,Dearborn,Paint Shop,Explorer,Inspection Failure,Medium,14,Resolved
2026-01-10,W02,Dearborn,Body Shop,Escape,Quality Issue,Medium,15,Resolved
2026-01-10,W02,Dearborn,Quality Check,Edge,Inspection Failure,Medium,14,Active
2026-01-10,W02,Dearborn,Assembly,Expedition,Equipment Failure,High,21,Resolved
2026-01-10,W02,Chicago,Quality Check,F-150,Equipment Failure,Low,8,Active
2026-01-10,W02,Chicago,Quality Check,Mustang,Safety Issue,Medium,12,Active
2026-01-10,W02,Chicago,Body Shop,Explorer,Equipment Failure,High,17,Resolved
2026-01-10,W02,Chicago,Body Shop,Edge,Safety Issue,Medium,12,Active
2026-01-10,W02,Chicago,Logistics,Expedition,Safety Issue,Medium,11,Resolved
2026-01-10,W02,Chicago,Paint Shop,Fusion,Equipment Failure,Medium,16,Resolved
2026-01-10,W02,Chicago,Assembly,Mach-E,Safety Issue,Low,9,Resolved
2026-01-10,W02,Detroit,Quality Check,F-150,Inspection Failure,Medium,15,Resolved
2026-01-10,W02,Detroit,Assembly,Edge,Safety Issue,Medium,11,Active
2026-01-10,W02,Detroit,Paint Shop,Fusion,Equipment Failure,Medium,11,Resolved
2026-01-10,W02,Kansas City,Quality Check,F-150,Safety Issue,High,18,Resolved
2026-01-10,W02,Kansas City,Assembly,Explorer,Equipment Failure,Medium,10,Active
2026-01-10,W02,Kansas City,Body Shop,Ranger,Quality Issue,Low,8,Active
2026-01-10,W02,Kansas City,Body Shop,Fusion,Machine Failure,Medium,16,Active
2026-01-10,W02,Kansas City,Paint Shop,Mach-E,Machine Failure,Medium,20,Active
2026-01-10,W02,Louisville,Assembly,Mustang,Safety Issue,Low,8,Resolved
2026-01-10,W02,Louisville,Logistics,Explorer,Safety Issue,Medium,13,Resolved
2026-01-10,W02,Louisville,Quality Check,Escape,Equipment Failure,High,18,Active
2026-01-10,W02,Louisville,Paint Shop,Mach-E,Safety Issue,High,22,Active
2026-01-10,W02,Valencia,Quality Check,Mustang,Inspection Failure,Medium,11,Active
2026-01-10,W02,Valencia,Quality Check,Escape,Quality Issue,Medium,16,Resolved
2026-01-10,W02,Valencia,Logistics,Ranger,Inspection Failure,High,22,Resolved
2026-01-10,W02,Valencia,Logistics,Fusion,Safety Issue,Medium,16,Active
2026-01-10,W02,Cologne,Quality Check,Ranger,Inspection Failure,Medium,12,Active
2026-01-10,W02,Cologne,Quality Check,Fusion,Inspection Failure,High,20,Active
2026-01-10,W02,Cologne,Quality Check,Mach-E,Quality Issue,High,22,Active
2026-01-10,W02,Chennai,Logistics,Edge,Inspection Failure,Low,8,Active
2026-01-10,W02,Chennai,Paint Shop,Bronco,Inspection Failure,Medium,12,Active
2026-01-10,W02,Chennai,Logistics,Expedition,Machine Failure,Medium,12,Active
2026-01-10,W02,Chennai,Logistics,Fusion,Inspection Failure,High,20,Resolved
2026-01-10,W02,Pune,Logistics,F-150,Inspection Failure,Low,8,Resolved
2026-01-10,W02,Pune,Paint Shop,Escape,Machine Failure,Medium,12,Active
2026-01-10,W02,Pune,Quality Check,Edge,Inspection Failure,Medium,16,Resolved
2026-01-10,W02,Pune,Assembly,Ranger,Safety Issue,Medium,17,Resolved
2026-01-10,W02,Pune,Logistics,Expedition,Inspection Failure,Medium,16,Active
2026-01-10,W02,Pune,Quality Check,Fusion,Inspection Failure,Medium,20,Resolved
2026-01-10,W02,Sanand,Body Shop,F-150,Machine Failure,Medium,16,Resolved
2026-01-10,W02,Sanand,Quality Check,Mustang,Equipment Failure,High,21,Active
2026-01-10,W02,Sanand,Assembly,Edge,Machine Failure,Low,9,Active
2026-01-10,W02,Sanand,Assembly,Ranger,Safety Issue,Medium,18,Active
2026-01-10,W02,Sanand,Quality Check,Bronco,Equipment Failure,Low,12,Active
2026-01-11,W02,Dearborn,Paint Shop,F-150,Safety Issue,High,15,Active
2026-01-11,W02,Dearborn,Assembly,Mustang,Quality Issue,High,17,Active
2026-01-11,W02,Dearborn,Logistics,Escape,Machine Failure,Medium,10,Resolved
2026-01-11,W02,Dearborn,Assembly,Bronco,Equipment Failure,Medium,16,Active
2026-01-11,W02,Dearborn,Assembly,Expedition,Machine Failure,High,19,Active
2026-01-11,W02,Dearborn,Body Shop,Fusion,Quality Issue,Medium,13,Resolved
2026-01-11,W02,Chicago,Paint Shop,F-150,Safety Issue,Medium,11,Active
2026-01-11,W02,Chicago,Quality Check,Mustang,Inspection Failure,High,18,Active
2026-01-11,W02,Chicago,Body Shop,Explorer,Quality Issue,Medium,15,Active
2026-01-11,W02,Chicago,Paint Shop,Edge,Safety Issue,Low,7,Active
2026-01-11,W02,Chicago,Paint Shop,Ranger,Inspection Failure,High,18,Resolved
2026-01-11,W02,Chicago,Assembly,Expedition,Equipment Failure,Medium,13,Active
2026-01-11,W02,Chicago,Paint Shop,Fusion,Safety Issue,Medium,12,Resolved
2026-01-11,W02,Detroit,Paint Shop,Mustang,Machine Failure,Low,9,Active
2026-01-11,W02,Detroit,Paint Shop,Explorer,Equipment Failure,Medium,15,Resolved
2026-01-11,W02,Detroit,Quality Check,Escape,Inspection Failure,Medium,14,Resolved
2026-01-11,W02,Detroit,Paint Shop,Edge,Quality Issue,Medium,16,Resolved
2026-01-11,W02,Detroit,Quality Check,Bronco,Quality Issue,Low,9,Active
2026-01-11,W02,Kansas City,Paint Shop,Mustang,Inspection Failure,Low,8,Resolved
2026-01-11,W02,Kansas City,Paint Shop,Bronco,Quality Issue,Medium,14,Active
2026-01-11,W02,Kansas City,Logistics,Expedition,Safety Issue,High,22,Resolved
2026-01-11,W02,Kansas City,Quality Check,Fusion,Machine Failure,Medium,14,Resolved
2026-01-11,W02,Louisville,Body Shop,Escape,Equipment Failure,Medium,12,Active
2026-01-11,W02,Louisville,Quality Check,Ranger,Equipment Failure,Low,9,Resolved
2026-01-11,W02,Louisville,Assembly,Expedition,Safety Issue,Medium,15,Active
2026-01-11,W02,Louisville,Body Shop,Fusion,Safety Issue,Medium,14,Active
2026-01-11,W02,Valencia,Logistics,F-150,Inspection Failure,Low,7,Resolved
2026-01-11,W02,Valencia,Assembly,Explorer,Equipment Failure,Medium,15,Active
2026-01-11,W02,Valencia,Body Shop,Edge,Equipment Failure,High,22,Active
2026-01-11,W02,Valencia,Paint Shop,Ranger,Safety Issue,Low,8,Active
2026-01-11,W02,Cologne,Paint Shop,F-150,Equipment Failure,Low,9,Active
2026-01-11,W02,Cologne,Assembly,Explorer,Quality Issue,High,20,Active
2026-01-11,W02,Cologne,Body Shop,Edge,Inspection Failure,Low,10,Active
2026-01-11,W02,Cologne,Body Shop,Ranger,Quality Issue,Low,11,Active
2026-01-11,W02,Cologne,Quality Check,Expedition,Inspection Failure,High,24,Active
2026-01-11,W02,Chennai,Logistics,F-150,Machine Failure,Low,7,Resolved
2026-01-11,W02,Chennai,Paint Shop,Ranger,Equipment Failure,Medium,14,Resolved
2026-01-11,W02,Pune,Body Shop,F-150,Machine Failure,Medium,15,Active
2026-01-11,W02,Pune,Logistics,Mustang,Equipment Failure,High,18,Resolved
2026-01-11,W02,Pune,Paint Shop,Bronco,Inspection Failure,Low,9,Active
2026-01-11,W02,Pune,Assembly,Mach-E,Equipment Failure,High,27,Resolved
2026-01-12,W03,Dearborn,Body Shop,F-150,Quality Issue,Medium,12,Resolved
2026-01-12,W03,Dearborn,Body Shop,Escape,Safety Issue,High,20,Resolved
2026-01-12,W03,Dearborn,Logistics,Ranger,Equipment Failure,High,22,Resolved
2026-01-12,W03,Dearborn,Paint Shop,Fusion,Quality Issue,Medium,14,Active
2026-01-12,W03,Dearborn,Assembly,Mach-E,Safety Issue,Low,12,Resolved
2026-01-12,W03,Chicago,Quality Check,Mustang,Equipment Failure,Medium,11,Resolved
2026-01-12,W03,Chicago,Assembly,Escape,Equipment Failure,Medium,15,Active
2026-01-12,W03,Chicago,Quality Check,Ranger,Safety Issue,Medium,12,Resolved
2026-01-12,W03,Chicago,Quality Check,Bronco,Equipment Failure,Medium,20,Resolved
2026-01-12,W03,Chicago,Paint Shop,Expedition,Safety Issue,High,25,Active
2026-01-12,W03,Detroit,Body Shop,Explorer,Safety Issue,Low,8,Active
2026-01-12,W03,Detroit,Paint Shop,Ranger,Machine Failure,High,24,Active
2026-01-12,W03,Detroit,Body Shop,Bronco,Quality Issue,Medium,21,Active
2026-01-12,W03,Detroit,Logistics,Expedition,Equipment Failure,Low,12,Resolved
2026-01-12,W03,Detroit,Quality Check,Fusion,Inspection Failure,High,23,Active
2026-01-12,W03,Kansas City,Body Shop,Mustang,Machine Failure,Medium,13,Active
2026-01-12,W03,Kansas City,Logistics,Explorer,Equipment Failure,High,20,Active
2026-01-12,W03,Kansas City,Logistics,Edge,Inspection Failure,Medium,18,Resolved
2026-01-12,W03,Kansas City,Assembly,Bronco,Inspection Failure,Medium,20,Active
2026-01-12,W03,Kansas City,Quality Check,Expedition,Inspection Failure,Medium,18,Active
2026-01-12,W03,Kansas City,Assembly,Mach-E,Machine Failure,Low,12,Active
2026-01-12,W03,Louisville,Quality Check,Mustang,Equipment Failure,Medium,13,Active
2026-01-12,W03,Louisville,Assembly,Explorer,Safety Issue,Medium,14,Resolved
2026-01-12,W03,Valencia,Quality Check,F-150,Quality Issue,Low,7,Resolved
2026-01-12,W03,Valencia,Body Shop,Mustang,Quality Issue,Low,8,Active
2026-01-12,W03,Valencia,Assembly,Explorer,Equipment Failure,High,20,Resolved
2026-01-12,W03,Valencia,Quality Check,Edge,Safety Issue,Medium,16,Resolved
2026-01-12,W03,Valencia,Logistics,Ranger,Inspection Failure,High,26,Resolved
2026-01-12,W03,Valencia,Quality Check,Bronco,Equipment Failure,Medium,22,Active
2026-01-12,W03,Valencia,Assembly,Mach-E,Equipment Failure,Low,11,Active
2026-01-12,W03,Cologne,Assembly,F-150,Inspection Failure,Low,10,Resolved
2026-01-12,W03,Cologne,Body Shop,Mustang,Inspection Failure,Medium,16,Resolved
2026-01-12,W03,Cologne,Quality Check,Edge,Equipment Failure,Medium,19,Active
2026-01-12,W03,Cologne,Body Shop,Ranger,Equipment Failure,Low,12,Active
2026-01-12,W03,Cologne,Body Shop,Expedition,Machine Failure,Low,10,Resolved
2026-01-12,W03,Cologne,Paint Shop,Fusion,Machine Failure,High,25,Active
2026-01-12,W03,Cologne,Quality Check,Mach-E,Quality Issue,Medium,23,Active
2026-01-12,W03,Chennai,Assembly,Mustang,Equipment Failure,Medium,12,Resolved
2026-01-12,W03,Chennai,Body Shop,Mach-E,Inspection Failure,Medium,16,Active
2026-01-12,W03,Pune,Quality Check,Mustang,Safety Issue,High,24,Active
2026-01-12,W03,Pune,Assembly,Explorer,Equipment Failure,Medium,15,Active
2026-01-12,W03,Pune,Logistics,Edge,Machine Failure,High,24,Resolved
2026-01-12,W03,Pune,Body Shop,Expedition,Equipment Failure,High,24,Resolved
2026-01-12,W03,Pune,Body Shop,Fusion,Quality Issue,Low,13,Resolved
2026-01-12,W03,Sanand,Quality Check,Explorer,Machine Failure,Low,12,Active
2026-01-12,W03,Sanand,Quality Check,Escape,Safety Issue,Medium,17,Active
2026-01-12,W03,Sanand,Body Shop,Edge,Machine Failure,Medium,20,Resolved
2026-01-12,W03,Sanand,Logistics,Expedition,Equipment Failure,High,27,Resolved
2026-01-13,W03,Dearborn,Quality Check,F-150,Quality Issue,Medium,11,Active
2026-01-13,W03,Dearborn,Assembly,Mustang,Quality Issue,Medium,11,Resolved
2026-01-13,W03,Dearborn,Body Shop,Escape,Machine Failure,Medium,19,Active
2026-01-13,W03,Dearborn,Assembly,Ranger,Quality Issue,Low,8,Active
2026-01-13,W03,Dearborn,Paint Shop,Mach-E,Quality Issue,Medium,22,Resolved
2026-01-13,W03,Chicago,Quality Check,F-150,Quality Issue,Medium,10,Active
2026-01-13,W03,Chicago,Body Shop,Escape,Quality Issue,High,22,Active
2026-01-13,W03,Chicago,Assembly,Edge,Machine Failure,Medium,19,Active
2026-01-13,W03,Chicago,Logistics,Bronco,Quality Issue,High,24,Resolved
